date,city,orders_delivered,potential,active_restaurants,daily_online_restaurants,daily_opening_hours,delivery_area_km2,order_distance_km,order_assign_to_restaurant_distance_km,order_restaurant_to_customer_distance_km,order_handling_time_mins,assign_time_mins,total_time_mins,working_hours,delivery_rating,delivery_time_target
2023-03-15,Munich,4513,5405,641,722,11.5,174.5,3.62,0.81,2.81,18,5.1,23.1,2215.5,3.6,30
2023-03-16,Munich,3851,4762,671,722,11.5,175.4,4.51,1.21,3.3,19,5.4,24.4,1789.9,3.5,30
2023-03-17,Munich,4588,5307,667,721,13.5,174.3,3.04,0.97,2.07,20.5,5.8,26.3,2007.4,3.4,30
2023-03-18,Munich,4437,5438,654,719,13.5,174.9,3.16,0.67,2.49,18.6,5.3,23.9,2008.1,3.6,30
2023-03-19,Munich,5216,5982,648,723,13.5,174.9,3.18,0.67,2.51,21.5,6.1,27.6,2386.9,3.2,30
2023-03-20,Munich,4403,5219,665,723,11.5,174.7,3.99,1.24,2.75,21.2,6,27.2,2026.8,3.3,30
2023-03-21,Munich,4471,5352,639,725,11.5,174,2.94,0.79,2.15,18.3,5.2,23.5,2176.9,3.6,30
2023-03-22,Munich,4501,5408,660,723,11.5,174.7,3.33,1.14,2.19,20.7,5.8,26.5,2113.3,3.4,30
2023-03-23,Munich,4539,5593,652,722,11.5,174.6,3.03,0.69,2.34,19.5,5.5,25,2158.6,3.5,30
2023-03-24,Munich,5217,5922,675,720,13.5,175.1,4.49,1.21,3.28,18.7,5.3,24,2282.2,3.6,30
2023-03-25,Munich,5079,5786,660,725,13.5,175.1,4.15,1.18,2.97,20.6,5.8,26.4,2450.4,3.4,30
2023-03-26,Munich,4969,5990,659,722,13.5,175.2,3.87,1,2.87,20.8,5.9,26.7,2320.4,3.3,30
2023-03-27,Munich,4333,4881,666,722,11.5,174.7,3.75,0.67,3.08,18.5,5.2,23.7,1899.3,3.6,30
2023-03-28,Munich,4549,5320,656,722,11.5,175.3,2.93,0.81,2.12,21.5,6.1,27.6,2033.8,3.3,30
2023-03-29,Munich,4598,5071,644,721,11.5,174.2,4.04,0.9,3.14,20.8,5.9,26.7,2008.4,3.4,30
2023-03-30,Munich,3816,4278,660,724,11.5,174.1,3.71,0.94,2.77,20.4,5.8,26.2,1748.5,3.5,30
2023-03-31,Munich,4461,5361,674,720,13.5,173.8,3.25,0.84,2.41,17.9,5.1,23,2124.1,3.7,30
2023-04-01,Munich,4543,5506,656,726,13.5,174.8,3.76,0.68,3.08,20.4,5.8,26.2,2020.9,3.4,30
2023-04-02,Munich,4721,5274,667,725,13.5,174.6,4.07,1.01,3.06,18.2,5.1,23.3,2261.6,3.6,30
2023-04-03,Munich,3780,4287,677,722,11.5,175.4,4.09,0.97,3.12,16.9,4.8,21.7,1844.4,3.8,30
2023-04-04,Munich,3898,4345,670,721,11.5,174.7,2.93,0.83,2.1,19.7,5.6,25.3,1762.3,3.5,30
2023-04-05,Munich,3856,4492,660,718,11.5,175.1,3.98,0.68,3.3,19.5,5.5,25,1759.4,3.5,30
2023-04-06,Munich,3911,4376,665,720,11.5,175.4,4.54,1.26,3.28,19.1,5.4,24.5,1727.7,3.5,30
2023-04-07,Munich,4789,5582,677,724,13.5,174.7,3.39,0.95,2.44,18.6,5.3,23.9,2092.6,3.6,30
2023-04-08,Munich,4666,5644,677,723,13.5,175.1,3.14,1.11,2.03,16.8,4.8,21.6,2067.2,3.8,30
2023-04-09,Munich,4622,5557,679,724,13.5,175.5,3.1,0.93,2.17,19.2,5.4,24.6,2290.4,3.6,30
2023-04-10,Munich,4032,4604,659,719,11.5,174.4,4.02,0.69,3.33,18.3,5.2,23.5,1833.3,3.6,30
2023-04-11,Munich,3874,4652,652,722,11.5,175,3.58,0.85,2.73,19,5.3,24.3,1733,3.5,30
2023-04-12,Munich,3760,4659,644,726,11.5,174.7,3.29,0.85,2.44,18.4,5.2,23.6,1638.6,3.6,30
2023-04-13,Munich,3908,4502,652,723,11.5,174.4,3.5,1.16,2.34,20.5,5.8,26.3,1850,3.5,30
2023-04-14,Munich,4652,5346,674,720,13.5,174.2,3.35,1.05,2.3,19.1,5.4,24.5,2268.2,3.5,30
2023-04-15,Munich,4577,5427,674,723,13.5,174.4,3.7,0.83,2.87,19.7,5.5,25.2,2028.9,3.6,30
2023-04-16,Munich,4556,5179,657,721,13.5,175,3.77,1.24,2.53,20.4,5.8,26.2,2174.5,3.5,30
2023-04-17,Munich,3810,4563,660,724,11.5,174.2,4.14,0.85,3.29,19,5.4,24.4,1748.1,3.6,30
2023-04-18,Munich,3786,4637,649,723,11.5,174.7,4.16,1.26,2.9,16.8,4.7,21.5,1788.4,3.8,30
2023-04-19,Munich,3813,4457,656,724,11.5,175.4,4.31,1.26,3.05,16.8,4.8,21.6,1798,3.8,30
2023-04-20,Munich,3755,4513,665,721,11.5,175.2,3.12,0.77,2.35,19.5,5.5,25,1691.6,3.5,30
2023-04-21,Munich,4646,5564,652,722,13.5,174.7,2.9,0.85,2.05,17.8,5,22.8,2203.5,3.6,30
2023-04-22,Munich,4639,5129,646,725,13.5,175.8,3.57,0.95,2.62,19,5.4,24.4,2101.1,3.6,30
2023-04-23,Munich,4642,5233,657,721,13.5,175.9,3.44,1.06,2.38,17.6,5,22.5,2316,3.7,30
2023-04-24,Munich,3833,4730,644,721,11.5,175,3.2,0.98,2.22,17.8,5,22.8,1827.5,3.6,30
2023-04-25,Munich,3822,4742,679,724,11.5,173.8,4.51,1.24,3.27,18.7,5.3,24,1823.7,3.6,30
2023-04-26,Munich,3984,4848,654,724,11.5,175.4,3.65,1.09,2.56,20.6,5.8,26.4,1790.8,3.4,30
2023-04-27,Munich,3846,4762,675,723,11.5,173.9,2.97,0.79,2.18,19.2,5.4,24.6,1836.4,3.5,30
2023-04-28,Munich,4734,5424,646,723,13.5,175.7,2.94,0.72,2.22,20.4,5.8,26.2,2161.6,3.4,30
2023-04-29,Munich,4508,5126,646,725,13.5,175.5,3.4,1.07,2.33,20.5,5.8,26.3,2043,3.4,30
2023-04-30,Munich,4666,5401,664,725,13.5,175.9,4.1,0.76,3.34,17.6,5,22.5,2123.3,3.7,30
2023-05-01,Munich,4534,5025,669,722,11.5,175.1,3.45,1.13,2.32,17.9,5.1,23,2078.9,3.7,30
2023-05-02,Munich,3784,4622,662,725,11.5,174.8,3.25,0.85,2.4,19.7,5.6,25.3,1781.5,3.5,30
2023-05-03,Munich,3798,4738,649,727,11.5,174.8,3.72,0.86,2.86,20.1,5.7,25.8,1798.3,3.5,30
2023-05-04,Munich,3792,4639,638,724,11.5,174.7,3.02,0.67,2.35,18.8,5.3,24.1,1748,3.6,30
2023-05-05,Munich,4561,5396,662,722,13.5,175.5,3.32,1.08,2.24,20.7,5.8,26.5,2258.9,3.4,30
2023-05-06,Munich,4729,5411,641,722,13.5,175.4,2.89,0.73,2.16,16.8,4.7,21.5,2089.9,3.8,30
2023-05-07,Munich,4612,5209,652,724,13.5,175.1,3.5,1.12,2.38,17.9,5,22.9,2052,3.6,30
2023-05-08,Munich,3862,4459,668,726,11.5,174.6,3.05,0.96,2.09,19.2,5.4,24.6,1835.6,3.5,30
2023-05-09,Munich,3794,4552,641,724,11.5,176.3,3.1,1.13,1.97,18.6,5.2,23.8,1748.4,3.5,30
2023-05-10,Munich,3925,4580,643,725,11.5,175.5,4.08,1.01,3.07,17.2,4.8,22,1721.7,3.8,30
2023-05-11,Munich,3875,4805,638,722,11.5,174.2,2.84,0.71,2.13,18.2,5.1,23.3,1861.6,3.7,30
2023-05-12,Munich,4577,5621,682,726,13.5,174.7,4.15,1.12,3.03,16.8,4.7,21.5,2059.2,3.8,30
2023-05-13,Munich,4449,4962,652,722,13.5,175.5,3.76,0.7,3.06,19.3,5.4,24.7,2197.2,3.5,30
2023-05-14,Munich,4629,5183,675,723,13.5,174.6,3.64,0.95,2.69,20.3,5.7,26,2146,3.6,30
2023-05-15,Munich,3897,4681,651,726,11.5,175.2,3.13,0.76,2.37,20.2,5.7,25.9,1720.4,3.4,30
2023-05-16,Munich,3742,4245,666,720,11.5,175.5,3.25,1.11,2.14,19.5,5.5,25,1728,3.4,30
2023-05-17,Munich,3810,4643,647,725,11.5,173.3,4.18,1.21,2.97,18.6,5.2,23.8,1743.8,3.7,30
2023-05-18,Munich,3893,4627,657,723,11.5,174.9,3.77,0.99,2.78,18.7,5.3,24,1713.2,3.5,30
2023-05-19,Munich,4450,5048,673,725,13.5,175,3.84,0.98,2.86,17.2,4.9,22.1,2009.4,3.7,30
2023-05-20,Munich,4543,5323,672,724,13.5,174.8,3.07,1.12,1.95,18.1,5.1,23.2,2056.8,3.6,30
2023-05-21,Munich,4645,5392,676,729,13.5,175.2,3.9,0.66,3.24,17.5,4.9,22.4,2134.7,3.7,30
2023-05-22,Munich,3950,4862,672,724,11.5,175.3,3.24,1.21,2.03,20,5.6,25.6,1803.7,3.4,30
2023-05-23,Munich,4058,4483,650,729,11.5,175.1,3.23,0.78,2.45,20.4,5.7,26.1,1810.7,3.5,30
2023-05-24,Munich,4035,4980,659,726,11.5,174.8,3.75,1.25,2.5,18.9,5.3,24.2,1759.1,3.6,30
2023-05-25,Munich,3854,4616,657,723,11.5,175.3,3.04,1.1,1.94,19.6,5.5,25.1,1721.6,3.5,30
2023-05-26,Munich,4559,5519,677,726,13.5,175,3.76,1.12,2.64,17.2,4.8,22,2060.8,3.8,30
2023-05-27,Munich,4700,5171,650,724,13.5,174.9,4.04,1.05,2.99,19.1,5.4,24.5,2303.2,3.5,30
2023-05-28,Munich,4553,5437,679,726,13.5,174.3,4.03,0.94,3.09,19.5,5.5,25,2028,3.5,30
2023-05-29,Munich,3763,4471,656,724,11.5,174.2,4.17,1,3.17,18.5,5.2,23.7,1694.4,3.7,30
2023-05-30,Munich,3809,4496,670,729,11.5,174.3,3.31,0.69,2.62,17.7,5,22.7,1707.2,3.7,30
2023-05-31,Munich,3796,4623,651,727,11.5,175.1,3.85,1.03,2.82,20.2,5.7,25.9,1834.4,3.4,30
2023-06-01,Munich,3881,4592,655,725,11.5,175,3.09,1.04,2.05,19.7,5.5,25.2,1708.9,3.5,30
2023-06-02,Munich,4547,5586,672,729,13.5,174.3,3.81,1.19,2.62,20.3,5.7,26,2240.8,3.4,30
2023-06-03,Munich,4616,5238,661,726,13.5,175.3,3.12,0.96,2.16,20,5.6,25.6,2223.4,3.4,30
2023-06-04,Munich,4767,5820,681,728,13.5,175.7,3.17,0.71,2.46,20.7,5.8,26.5,2167.9,3.4,30
2023-06-05,Munich,4428,4989,670,726,11.5,174.7,3.24,0.84,2.4,18.5,5.2,23.7,2010.8,3.6,30
2023-06-06,Munich,4567,5580,663,726,11.5,174.1,3.58,1.05,2.53,18,5.1,23.1,2181,3.6,30
2023-06-07,Munich,4536,5629,676,725,11.5,174.6,3.54,0.8,2.74,19.1,5.4,24.5,2052.1,3.5,30
2023-06-08,Munich,4475,5147,667,726,11.5,175.4,4.03,0.83,3.2,18.3,5.1,23.4,2114.5,3.6,30
2023-06-09,Munich,5148,6071,667,726,13.5,175.3,3.64,1.15,2.49,19.9,5.6,25.5,2573.9,3.5,30
2023-06-10,Munich,6632,7950,647,724,13.5,174.5,4.32,1.01,3.31,23,6.5,29.5,3237,3.2,30
2023-06-11,Munich,5159,5736,655,725,13.5,175.8,3.97,0.97,3,20.1,5.7,25.8,2277.9,3.5,30
2023-06-12,Munich,3839,4507,667,725,11.5,175.7,3.51,0.85,2.66,17.7,5,22.7,1857.5,3.7,30
2023-06-13,Munich,3873,4469,677,726,11.5,174.6,3.94,1.1,2.84,20.4,5.7,26.1,1904.2,3.4,30
2023-06-14,Munich,3839,4725,652,726,11.5,174.6,2.91,0.83,2.08,16.8,4.7,21.5,1741.3,3.8,30
2023-06-15,Munich,3767,4639,650,728,11.5,174.7,4.22,1.1,3.12,18.1,5.1,23.2,1766.7,3.6,30
2023-06-16,Munich,5031,6062,666,728,13.5,174.7,3.46,0.7,2.76,20.7,5.9,26.6,2247,3.4,30
2023-06-17,Munich,5279,6326,641,726,13.5,175.5,4.5,1.18,3.32,20.9,5.9,26.8,2337.5,3.4,30
2023-06-18,Munich,5241,6341,672,729,13.5,175.2,3.79,0.96,2.83,19.4,5.5,24.9,2325.4,3.5,30
2023-06-19,Munich,4243,4900,673,730,11.5,175.4,4.03,0.92,3.11,17.8,5,22.8,2026.4,3.7,30
2023-06-20,Munich,4341,5038,650,722,11.5,175.3,4.09,1.03,3.06,20.3,5.7,26,2017.5,3.5,30
2023-06-21,Munich,4433,5244,679,728,11.5,175.9,3.45,1.03,2.42,17.9,5.1,23,2019.6,3.6,30
2023-06-22,Munich,4460,5533,659,725,11.5,174.5,3.04,0.74,2.3,18.2,5.1,23.3,2127.3,3.6,30
2023-06-23,Munich,5032,6081,668,728,13.5,175.2,3.65,1.11,2.54,20.4,5.8,26.2,2500.6,3.4,30
2023-06-24,Munich,5175,6120,650,729,13.5,173.9,3.42,0.83,2.59,19,5.4,24.4,2408.4,3.5,30
2023-06-25,Munich,5237,6365,656,725,13.5,174.3,3.48,1.2,2.28,19.2,5.4,24.6,2613.5,3.6,30
2023-06-26,Munich,4380,5061,673,723,11.5,175,4.34,1.15,3.19,19.7,5.6,25.3,1916.7,3.5,30
2023-06-27,Munich,4441,5371,649,728,11.5,175.2,3.57,0.87,2.7,21.8,6.2,28,1983.5,3.3,30
2023-06-28,Munich,4367,5072,656,727,11.5,174.9,4.45,1.14,3.31,21.8,6.1,27.9,2122.4,3.3,30
2023-06-29,Munich,4506,5145,650,723,11.5,174.7,3.94,0.87,3.07,19.4,5.5,24.9,2159.8,3.5,30
2023-06-30,Munich,4528,5394,650,732,13.5,174.8,3.44,0.72,2.72,17.8,5,22.8,1973.1,3.7,30
2023-07-01,Munich,4493,5405,653,728,13.5,175.7,4.51,1.24,3.27,17.9,5.1,23,2127.3,3.7,30
2023-07-02,Munich,4610,5388,650,728,13.5,174.8,3.7,1.05,2.65,17.8,5,22.8,2062.5,3.8,30
2023-07-03,Munich,3696,4379,682,730,11.5,175.9,4.11,0.93,3.18,18.8,5.3,24.1,1731.9,3.6,30
2023-07-04,Munich,3629,4369,671,726,11.5,175.4,3.34,0.9,2.44,19.1,5.4,24.5,1606.3,3.5,30
2023-07-05,Munich,3948,4797,653,727,11.5,175.2,3.32,0.85,2.47,18.6,5.3,23.9,1785.5,3.6,30
2023-07-06,Munich,3741,4617,670,724,11.5,174.4,3.78,1.25,2.53,18.3,5.2,23.5,1864.1,3.6,30
2023-07-07,Munich,4474,5159,639,726,13.5,175.5,3.45,0.74,2.71,17.6,5,22.5,2142.4,3.7,30
2023-07-08,Munich,4526,5624,663,728,13.5,174.8,3.56,0.85,2.71,18.6,5.3,23.9,2088.2,3.6,30
2023-07-09,Munich,4522,5406,647,724,13.5,174.4,3.58,0.95,2.63,18.1,5.1,23.2,1985.2,3.7,30
2023-07-10,Munich,3825,4659,643,726,11.5,175.3,3.32,0.95,2.37,18.9,5.3,24.2,1883.7,3.6,30
2023-07-11,Munich,3730,4494,676,725,11.5,174.3,4.18,0.94,3.24,19.4,5.5,24.9,1710.7,3.5,30
2023-07-12,Munich,3889,4397,649,728,11.5,174.6,3.53,0.77,2.76,19.2,5.4,24.6,1860.2,3.6,30
2023-07-13,Munich,3904,4336,677,729,11.5,175,3.26,0.75,2.51,18.6,5.2,23.8,1722.3,3.6,30
2023-07-14,Munich,4480,5416,659,729,13.5,176.1,3.66,0.81,2.85,19,5.3,24.3,2009.4,3.5,30
2023-07-15,Munich,4546,5349,642,729,13.5,174.7,4.23,1.21,3.02,17.9,5,22.9,2153.6,3.6,30
2023-07-16,Munich,4555,5490,674,730,13.5,174.8,4.02,0.73,3.29,16.8,4.7,21.5,2221.8,3.7,30
2023-07-17,Munich,3823,4478,667,729,11.5,175.4,3.75,1.11,2.64,19.2,5.4,24.6,1908.2,3.6,30
2023-07-18,Munich,3948,4527,658,731,11.5,174.4,3.21,1.11,2.1,17.7,5,22.7,1805.8,3.6,30
2023-07-19,Munich,3954,4518,652,728,11.5,175.2,3.71,1.15,2.56,19.3,5.5,24.8,1863.5,3.5,30
2023-07-20,Munich,4665,5642,642,727,11.5,175.6,3.8,1.19,2.61,20.8,5.9,26.7,2227.3,3.4,30
2023-07-21,Munich,4957,5658,682,729,13.5,174.8,4.02,0.82,3.2,21.5,6.1,27.6,2159.3,3.3,30
2023-07-22,Munich,5091,6145,661,727,13.5,175.5,3.28,0.79,2.49,21.8,6.1,27.9,2379.1,3.2,30
2023-07-23,Munich,5365,6210,647,732,13.5,175.1,4.21,0.94,3.27,17.7,5,22.7,2411.3,3.7,30
2023-07-24,Munich,4235,5148,680,730,11.5,174.6,3.44,0.82,2.62,21.8,6.2,28,2062.6,3.3,30
2023-07-25,Munich,4595,5152,654,730,11.5,174.9,4.4,1.1,3.3,20.6,5.8,26.4,2292.9,3.4,30
2023-07-26,Munich,4430,5009,649,728,11.5,174.8,2.99,1.04,1.95,20.4,5.8,26.2,2084.4,3.4,30
2023-07-27,Munich,3858,4640,652,727,11.5,175,4.38,1.18,3.2,16.8,4.7,21.5,1753.9,3.7,30
2023-07-28,Munich,4480,5304,667,730,13.5,175.1,3.95,0.71,3.24,20.1,5.7,25.8,2081.8,3.4,30
2023-07-29,Munich,4562,5157,642,726,13.5,175.3,4.5,1.21,3.29,17.3,4.9,22.2,2012.2,3.7,30
2023-07-30,Munich,4782,5907,664,731,13.5,175.3,2.8,0.84,1.96,20,5.7,25.7,2244.9,3.5,30
2023-07-31,Munich,3835,4377,679,728,11.5,173.8,3.13,0.95,2.18,16.8,4.7,21.5,1832,3.8,30
2023-08-01,Munich,3795,4414,649,729,11.5,175,3.78,0.92,2.86,19.3,5.4,24.7,1668.3,3.5,30
2023-08-02,Munich,4456,5036,654,727,11.5,174.2,3.1,1.12,1.98,19.5,5.5,25,2099.9,3.6,30
2023-08-03,Munich,4396,5091,659,730,11.5,174.9,2.94,0.91,2.03,18.6,5.2,23.8,2112.6,3.6,30
2023-08-04,Munich,5218,6124,666,728,13.5,174.9,3.48,1.23,2.25,18.2,5.1,23.3,2571.3,3.6,30
2023-08-05,Munich,5099,5834,682,730,13.5,175.5,3.86,1.2,2.66,19.6,5.5,25.1,2278.4,3.4,30
2023-08-06,Munich,5176,6290,659,730,13.5,175,3.88,1.18,2.7,18.2,5.1,23.3,2303,3.6,30
2023-08-07,Munich,4351,5043,642,727,11.5,175.1,2.69,0.7,1.99,19.7,5.6,25.3,2164.7,3.5,30
2023-08-08,Munich,4235,5121,654,726,11.5,175.4,3.35,1.17,2.18,20.4,5.7,26.1,2009.4,3.4,30
2023-08-09,Munich,3888,4397,652,732,11.5,175.6,3.77,1.13,2.64,20,5.6,25.6,1747.4,3.4,30
2023-08-10,Munich,3716,4297,669,728,11.5,174.9,3.49,0.72,2.77,19.4,5.5,24.9,1627,3.6,30
2023-08-11,Munich,4591,5055,642,729,13.5,175,2.87,0.72,2.15,17,4.8,21.8,2172.4,3.7,30
2023-08-12,Munich,4700,5704,655,730,13.5,175,3.22,0.72,2.5,17.9,5.1,23,2078.2,3.7,30
2023-08-13,Munich,4458,5322,662,726,13.5,174.7,3.88,0.67,3.21,17.9,5,22.9,2104.7,3.7,30
2023-08-14,Munich,3900,4768,654,730,11.5,174.6,-9.9,0.99,3.34,20.4,5.7,26.1,1898.9,3.5,30
2023-08-15,Munich,4578,5348,665,729,11.5,173.9,4.56,1.24,3.32,20.1,5.7,25.8,2287.8,3.5,30
2023-08-16,Munich,3743,4566,645,728,11.5,174.5,4.09,0.92,3.17,18.2,5.1,23.3,1783.2,3.7,30
2023-08-17,Munich,4042,4838,680,727,11.5,174.1,3.47,0.98,2.49,17,4.8,21.8,1912.4,3.7,30
2023-08-18,Munich,4607,5070,655,730,13.5,175.6,4.14,1.24,2.9,20.3,5.7,26,2017.5,3.4,30
2023-08-19,Munich,4551,5179,684,732,13.5,175.1,3.33,0.81,2.52,20.2,5.7,25.9,2207.3,3.5,30
2023-08-20,Munich,4529,5317,656,730,13.5,174.9,4.03,1.18,2.85,20.1,5.7,25.8,2141.7,3.5,30
2023-08-21,Munich,3928,4685,672,726,11.5,174.6,3.36,0.99,2.37,20,5.7,25.7,1956.6,3.4,30
2023-08-22,Munich,3778,4192,650,727,11.5,175,3.79,1,2.79,18.6,5.3,23.9,1694.9,3.6,30
2023-08-23,Munich,3915,4720,670,729,11.5,174.6,3.54,0.87,2.67,17.4,4.9,22.3,1721.2,3.7,30
2023-08-24,Munich,3839,4535,659,733,11.5,175.1,2.97,1,1.97,18.6,5.3,23.9,1853.4,3.6,30
2023-08-25,Munich,4719,5563,663,729,13.5,175.1,3.75,0.7,3.05,18.6,5.3,23.9,2216.8,,30
2023-08-26,Munich,4503,5150,670,729,13.5,174.6,3.08,1.12,1.96,18.6,5.3,23.9,2211,3.6,30
2023-08-27,Munich,4517,5371,664,726,13.5,174.6,3.18,0.83,2.35,18.9,5.3,24.2,2113.7,3.7,30
2023-08-28,Munich,3811,4207,665,728,11.5,175.5,3.14,1.19,1.95,17.7,5,22.7,1868.1,3.6,30
2023-08-29,Munich,3820,4239,642,727,11.5,175,3.35,0.88,2.47,18.2,5.1,23.3,1771,3.7,30
2023-08-30,Munich,3804,4603,651,728,11.5,174.6,2.78,0.75,2.03,18.4,5.2,23.6,1713.2,3.6,30
2023-08-31,Munich,4103,4711,667,730,11.5,174.8,4.3,1.08,3.22,17.2,4.9,22.1,1894.3,3.7,30
2023-09-01,Munich,4814,5545,642,729,13.5,174.5,3.28,0.76,2.52,18.5,5.2,23.7,2321.6,3.6,30
2023-09-02,Munich,4637,5245,656,733,13.5,175,3.69,1.11,2.58,20,5.6,25.6,2201.7,3.5,30
2023-09-03,Munich,4649,5424,654,732,13.5,175.4,3.67,1.24,2.43,20,5.6,25.6,2121.3,3.5,30
2023-09-04,Munich,3816,4227,652,729,11.5,175,3.95,1.13,2.82,18.3,5.2,23.5,1752.9,3.6,30
2023-09-05,Munich,3735,4276,664,728,11.5,176.2,3.71,0.67,3.04,18.8,5.3,24.1,1830,3.6,30
2023-09-06,Munich,3821,4505,670,733,11.5,175.2,3.87,1.02,2.85,16.8,4.8,21.6,1695.6,3.8,30
2023-09-07,Munich,3917,4582,685,734,11.5,175.1,4.07,1.08,2.99,19.4,5.5,24.9,1828.2,3.6,30
2023-09-08,Munich,4738,5922,655,726,13.5,174.5,4.37,1.16,3.21,18.3,5.2,23.5,2312.7,3.6,30
2023-09-09,Munich,4707,5452,682,730,13.5,174.9,3.84,0.69,3.15,18.5,5.2,23.7,2310.9,3.6,30
2023-09-10,Munich,4457,5161,670,730,13.5,174.6,3.83,0.95,2.88,20.2,5.7,25.9,1946.6,3.5,30
2023-09-11,Munich,3811,4479,684,732,11.5,173.9,3.22,0.98,2.24,18.6,5.2,23.8,1828.3,3.7,30
2023-09-12,Munich,3693,4167,682,734,11.5,175.5,3.59,0.76,2.83,16.8,4.7,21.5,1625,3.7,30
2023-09-13,Munich,3956,4871,672,730,11.5,174.7,3.5,0.85,2.65,17.6,5,22.6,1863.2,3.6,30
2023-09-14,Munich,3798,4503,654,726,11.5,174.6,3.86,0.92,2.94,18.6,5.2,23.8,1795.1,3.6,30
2023-09-15,Munich,4603,5195,654,732,13.5,175.1,4.27,1.16,3.11,18.4,5.2,23.6,2082.5,3.7,30
2023-09-16,Munich,5232,6377,654,733,13.5,175.3,4.2,1.22,2.98,21.3,6,27.3,2612.1,3.4,30
2023-09-17,Munich,5460,6034,684,730,13.5,174.8,4.17,1.04,3.13,20,5.6,25.6,2598.2,3.5,30
2023-09-18,Munich,4442,5540,683,729,11.5,175,2.93,0.9,2.03,20.6,5.8,26.4,2124.6,3.5,30
2023-09-19,Munich,4392,5401,674,730,11.5,175.4,2.79,0.81,1.98,19.7,5.5,25.2,1943,3.5,30
2023-09-20,Munich,4291,5093,683,733,11.5,174.8,3.55,1.25,2.3,19.6,5.5,25.1,1987.7,3.5,30
2023-09-21,Munich,4561,5093,682,730,11.5,175.2,4.45,1.25,3.2,19.6,5.5,25.1,2162.3,3.5,30
2023-09-22,Munich,5165,5848,666,732,13.5,174.2,4.3,1.21,3.09,19.4,5.5,24.9,2483.4,3.5,30
2023-09-23,Munich,4773,5450,670,731,13.5,174.4,4.03,1.13,2.9,18.9,5.3,24.2,2192.3,3.5,30
2023-09-24,Munich,4718,5360,661,731,13.5,175.3,3.78,0.86,2.92,17.7,5,22.7,2306.5,3.7,30
2023-09-25,Munich,3793,4455,663,733,11.5,174.4,4.11,1.15,2.96,20.3,5.7,26,1829,3.5,30
2023-09-26,Munich,3700,4594,644,730,11.5,175.1,4.17,0.91,3.26,18,5.1,23.1,1772,3.7,30
2023-09-27,Munich,3867,4511,661,730,11.5,174.9,3.97,0.86,3.11,17.3,4.9,22.2,1771.9,3.8,30
2023-09-28,Munich,3778,4530,674,733,11.5,174.8,3.92,1.11,2.81,17.1,4.8,21.9,1788.8,3.8,30
2023-09-29,Munich,4611,5548,659,729,13.5,174.6,3.58,0.71,2.87,16.8,4.7,21.5,2142.9,3.7,30
2023-09-30,Munich,4712,5799,680,730,13.5,175.5,2.93,0.69,2.24,18.4,5.2,23.6,2146.6,3.7,30
2023-10-01,Munich,4442,4908,656,729,13.5,175.9,3.79,0.93,2.86,17.5,4.9,22.4,1942.4,3.7,30
2023-10-02,Munich,3866,4487,650,733,11.5,175.2,3.46,0.93,2.53,16.8,4.7,21.5,1734.1,3.9,30
2023-10-03,Munich,4683,5702,678,731,11.5,175.2,3.35,1.2,2.15,18.8,5.3,24.1,2207.3,3.5,30
2023-10-04,Munich,3920,4791,670,729,11.5,174.7,3.81,0.74,3.07,19.4,5.5,24.9,1762.2,3.5,30
2023-10-05,Munich,3703,4588,655,733,11.5,174.4,3.38,0.73,2.65,17.1,4.8,21.9,1620.6,3.8,30
2023-10-06,Munich,4649,5603,666,731,13.5,175,4.06,0.75,3.31,18.6,5.2,23.8,2162.5,3.7,30
2023-10-07,Munich,4728,5374,660,730,13.5,174.5,3.01,0.68,2.33,19.7,5.5,25.2,2226.9,3.5,30
2023-10-08,Munich,4642,5458,684,731,13.5,174.1,3.31,0.7,2.61,20.6,5.8,26.4,2294.2,3.4,30
2023-10-09,Munich,3828,4229,673,735,11.5,175.4,3.63,1.06,2.57,19.3,5.5,24.8,1688,3.5,30
2023-10-10,Munich,3953,4731,650,731,11.5,175.4,3.03,0.92,2.11,17.7,5,22.7,1906,3.8,30
2023-10-11,Munich,3770,4460,667,733,11.5,174.6,3.66,1.12,2.54,19.6,5.5,25.1,1867.1,3.4,30
2023-10-12,Munich,3687,4424,682,733,11.5,175.1,3.6,1.26,2.34,19.1,5.4,24.5,1706,3.5,30
2023-10-13,Munich,4587,5685,674,733,13.5,175.5,3.22,1.06,2.16,17.6,5,22.5,2035.3,3.7,30
2023-10-14,Munich,4661,5607,683,735,13.5,175.1,3.03,0.69,2.34,20.1,5.7,25.8,2196.5,3.4,30
2023-10-15,Munich,4711,5408,654,731,13.5,174.4,2.99,0.72,2.27,18.4,5.2,23.6,2107.9,3.6,30
2023-10-16,Munich,3893,4398,681,730,11.5,174.9,4.16,1.19,2.97,20.5,5.8,26.3,1729.5,3.4,30
2023-10-17,Munich,3923,4818,675,730,11.5,175.7,2.96,0.98,1.98,19.6,5.5,25.1,1836.3,3.5,30
2023-10-18,Munich,3944,4453,676,732,11.5,175.1,3.95,1.15,2.8,19.3,5.4,24.7,1811.4,3.5,30
2023-10-19,Munich,3806,4278,657,730,11.5,175.3,4.17,1.17,3,19.6,5.5,25.1,1761.9,3.6,30
2023-10-20,Munich,4593,5194,684,733,13.5,175.2,3.83,1.22,2.61,18.6,5.3,23.9,2012.9,3.6,30
